Bond_symbol,Issuer_name,Interest_rate,Maturity_date,Face_value,Underlying,Alt_Symbol,Suffix,Issue_type,Bypass_clearing,Currency_code,Flat,Bankrupt,Exchange
MO35A,"Altria Group, Inc. 5.25% SNR NTS 08/06/2035",5.25,08/06/2035,1000,MO,,35A,Corporate Bonds,NSCC,Regular Way,,,U
MO38,"Altria Group, Inc. 9.95% GTD NTS 11/10/2038",9.95,11/10/2038,1000,MO,,38,Corporate Bonds,NSCC,Regular Way,,,U
MO39,"Altria Group, Inc. 10.20%  02/06/2039",10.2,02/06/2039,1000,MO,,39,Corporate Bonds,NSCC,Regular Way,,,U
MO39A,"Altria Group, Inc. 5.80% SNR NTS 02/14/2039",5.8,02/14/2039,1000,MO,,39A,Corporate Bonds,NSCC,Regular Way,,,U
MO41,"Altria Group, Inc. 3.40% SNR NTS 02/04/2041",3.4,02/04/2041,1000,MO,,41,Corporate Bonds,NSCC,Regular Way,,,U
MO42,"Altria Group, Inc. 4.25% 08/09/2042",4.25,08/09/2042,1000,MO,,42,Corporate Bonds,NSCC,Regular Way,,,U
MO43,Altria Group Inc. 4.50% 05/02/2043,4.5,05/02/2043,1000,MO,,43,Corporate Bonds,NSCC,Regular Way,,,U
MO44,"Altria Group, Inc. 5.375% 01/31/44",5.375,01/31/2044,1000,MO,,44,Corporate Bonds,NSCC,Regular Way,,,U
MO46,"Altria Group, Inc. 3.875% 09/16/2046",3.875,09/16/2046,1000,MO,,46,Corporate Bonds,NSCC,Regular Way,,,U
MO49,"Altria Group, Inc. 5.95% SNR NTS 02/14/2049",5.95,02/14/2049,1000,MO,,49,Corporate Bonds,NSCC,Regular Way,,,U
MO51,"Altria Group, Inc. 3.70% SNR NTS 02/04/2051",3.7,02/04/2051,1000,MO,,51,Corporate Bonds,NSCC,Regular Way,,,U
MO59,"Altria Group, Inc. 6.20% SNR NTS 02/14/2059",6.2,02/14/2059,1000,MO,,59,Corporate Bonds,NSCC,Regular Way,,,U
MO61,"Altria Group, Inc. 4.00% SNR NTS 02/04/2061",4,02/04/2061,1000,MO,,61,Corporate Bonds,NSCC,Regular Way,,,U
MOS/28,"IMC Global, Inc. 7.30% DEB 01/15/2028",7.3,01/15/2028,1000,MOS,/,28,Corporate Bonds,NSCC,Regular Way,,,U
MOS28,Mosaic Company 5.375% SNR NTS  11/15/2028,5.375,11/15/2028,1000,MOS,,28,Corporate Bonds,NSCC,Regular Way,,,U
MOS29,The Mosaic Company 4.35% SNR NTS 01/15/2029,4.35,01/15/2029,1000,MOS,,29,Corporate Bonds,NSCC,Regular Way,,,U
MOS30,The Mosaic Company 4.60% SNR NTS 11/15/2030,4.6,11/15/2030,1000,MOS,,30,Corporate Bonds,NSCC,Regular Way,,,U
MOS33,Mosaic Company 5.45% 11/15/2033,5.45,11/15/2033,1000,MOS,,33,Corporate Bonds,NSCC,Regular Way,,,U
MOS41,Mosaic Company 4.875% SR NTS 11/15/2041,4.875,11/15/2041,1000,MOS,,41,Corporate Bonds,NSCC,Regular Way,,,U
MOS43,Mosaic Company 5.625% 11/15/2043,5.625,11/15/2043,1000,MOS,,43,Corporate Bonds,NSCC,Regular Way,,,U
MPC30,Marathon Petroleum Corp. 5.15% SNR NTS 03/01/2030,5.15,03/01/2030,1000,MPC,,30,Corporate Bonds,NSCC,Regular Way,,,U
MPC35,Marathon Petroleum Corp. 5.70% SNR NTS 03/01/2035,5.7,03/01/2035,1000,MPC,,35,Corporate Bonds,NSCC,Regular Way,,,U
MPC41,Marathon Petroleum Corp. 6.50%  03/01/2041,6.5,03/01/2041,1000,MPC,,41,Corporate Bonds,NSCC,Regular Way,,,U
MPC44,Marathon Petroleum Corp. 4.75% 09/15/2044,4.75,09/15/2044,1000,MPC,,44,Corporate Bonds,NSCC,Regular Way,,,U
MPC45,Marathon Petroleum Corp. 5.85% 12/15/2045,5.85,12/15/2045,1000,MPC,,45,Corporate Bonds,NSCC,Regular Way,,,U
MPC54,Marathon Petroleum Corp. 5.00% 09/15/2054,5,09/15/2054,1000,MPC,,54,Corporate Bonds,NSCC,Regular Way,,,U
MPLX/27,Andeavor Logistics LP 4.25% SNR NTS 12/01/2027,4.25,12/01/2027,1000,MPLX,/,27,Corporate Bonds,NSCC,Regular Way,,,U
MPLX/47,Andeavor Logistics LP 5.20% SNR NTS 12/01/2047,5.2,12/01/2047,1000,MPLX,/,47,Corporate Bonds,NSCC,Regular Way,,,U
MPLX27,MPLX LP 4.125% 03/01/2027,4.125,03/01/2027,1000,MPLX,,27,Corporate Bonds,NSCC,Regular Way,,,U
MPLX28,MPLX LP 4.00% 03/15/2028,4,03/15/2028,1000,MPLX,,28,Corporate Bonds,NSCC,Regular Way,,,U
MPLX29,MPLX LP 4.80% SNR NTS 02/15/2029,4.8,02/15/2029,1000,MPLX,,29,Corporate Bonds,NSCC,Regular Way,,,U
MPLX30,MPLX LP 2.65% SNR  NTS 08/15/2030,2.65,08/15/2030,1000,MPLX,,30,Corporate Bonds,NSCC,Regular Way,,,U
MPLX31,MPLX LP 4.80% SNR NTS 02/15/2031,4.8,02/15/2031,1000,MPLX,,31,Corporate Bonds,NSCC,Regular Way,,,U
MPLX32,MPLX LP 4.95% SNR NTS 09/01/2032,4.95,09/01/2032,1000,MPLX,,32,Corporate Bonds,NSCC,Regular Way,,,U
MPLX33,MPLX LP 5.00% SNR NTS 03/01/2033,5,03/01/2033,1000,MPLX,,33,Corporate Bonds,NSCC,Regular Way,,,U
MPLX33A,MPLX LP 5.00% SNR NTS 01/15/2033,5,01/15/2033,1000,MPLX,,33A,Corporate Bonds,NSCC,Regular Way,,,U
MPLX34,MPLX LP 5.50% SNR NTS  06/01/2034,5.5,06/01/2034,1000,MPLX,,34,Corporate Bonds,NSCC,Regular Way,,,U
MPLX35,MPLX LP 5.40% SNR NTS 04/01/2035,5.4,04/01/2035,1000,MPLX,,35,Corporate Bonds,NSCC,Regular Way,,,U
MPLX35A,MPLX LP 5.40% SNR NTS 09/15/2035,5.4,09/15/2035,1000,MPLX,,35A,Corporate Bonds,NSCC,Regular Way,,,U
MPLX36,MPLX LP 5.30% SNR NTS 04/01/2036,5.3,04/01/2036,1000,MPLX,,36,Corporate Bonds,NSCC,Regular Way,,,U
MPLX38,MPLX LP 4.50% 04/15/2038,4.5,04/15/2038,1000,MPLX,,38,Corporate Bonds,NSCC,Regular Way,,,U
MPLX47,MPLX LP 5.20% 03/01/2047,5.2,03/01/2047,1000,MPLX,,47,Corporate Bonds,NSCC,Regular Way,,,U
MPLX48,MPLX LP 4.70% 04/15/2048,4.7,04/15/2048,1000,MPLX,,48,Corporate Bonds,NSCC,Regular Way,,,U
MPLX49,MPLX LP 5.50% SR NTS 02/15/2049,5.5,02/15/2049,1000,MPLX,,49,Corporate Bonds,NSCC,Regular Way,,,U
MPLX52,MPLX LP 4.95% SNR NTS 03/14/2052,4.95,03/14/2052,1000,MPLX,,52,Corporate Bonds,NSCC,Regular Way,,,U
MPLX53,MPLX LP 5.65% SNR NTS 03/01/2053,5.65,03/01/2053,1000,MPLX,,53,Corporate Bonds,NSCC,Regular Way,,,U
MPLX55,MPLX LP 5.95% SNR NTS 04/01/2055,5.95,04/01/2055,1000,MPLX,,55,Corporate Bonds,NSCC,Regular Way,,,U
MPLX55A,MPLX LP 6.20% SNR NTS 09/15/2055,6.2,09/15/2055,1000,MPLX,,55A,Corporate Bonds,NSCC,Regular Way,,,U
MPLX56,MPLX LP 6.10% SNR NTS 04/01/2056,6.1,04/01/2056,1000,MPLX,,56,Corporate Bonds,NSCC,Regular Way,,,U
MPT/27,MPT Operating Partnership LP / MPT Finance Corporation 5 10/15/2027,5,10/15/2027,1000,MPT,/,27,Corporate Bonds,NSCC,Regular Way,,,U
MPT/29,MPT Operating Partnership LP / MPT Finance Corporation 4.625% SNR NTS 08/01/2029,4.625,08/01/2029,1000,MPT,/,29,Corporate Bonds,NSCC,Regular Way,,,U
MPT/31,MPT Operating Partnership LP / MPT Finance Corporation 3.50% SNR NTS 03/15/2031,3.5,03/15/2031,1000,MPT,/,31,Corporate Bonds,NSCC,Regular Way,,,U
MRK/26,"Merck & Co., Inc. 1.875% Notes due 10/15/2026",1.875,10/15/2026,1000,MRK,/,26,Corporate Bonds,No Clearing,Euros,,,N
MRK/32,MSD Netherlands Capital B.V. 3.250% Notes due 05/30/2032,3.25,05/30/2032,1000,MRK,/,32,Corporate Bonds,No Clearing,Euros,,,N
MRK/34,"Merck & Co., Inc. 2.500% Notes due 10/15/2034",2.5,10/15/2034,1000,MRK,/,34,Corporate Bonds,No Clearing,Euros,,,N
MRK/37,MSD Netherlands Capital B.V. 3.500% Notes due 05/30/2037,3.5,05/30/2037,1000,MRK,/,37,Corporate Bonds,No Clearing,Euros,,,N
MRK/37A,Schering-Plough Corp 6.55% SNR NTS 09/15/2037,6.55,09/15/2037,1000,MRK,/,37A,Corporate Bonds,NSCC,Regular Way,,,U
MRK/44,MSD Netherlands Capital B.V. 3.700% Notes due 05/30/2044,3.7,05/30/2044,1000,MRK,/,44,Corporate Bonds,No Clearing,Euros,,,N
MRK/54,MSD Netherlands Capital B.V. 3.750% Notes due 05/30/2054,3.75,05/30/2054,1000,MRK,/,54,Corporate Bonds,No Clearing,Euros,,,N
MRK27,"Merck & Co., Inc. 1.70% SNR NTS 06/10/2027",1.7,06/10/2027,1000,MRK,,27,Corporate Bonds,NSCC,Regular Way,,,U
MRK27A,"Merck & Co., Inc 3.85% SNR NTS 09/15/2027",3.85,09/15/2027,1000,MRK,,27A,Corporate Bonds,NSCC,Regular Way,,,U
MRK28,"Merck & Co., Inc. 6.400% DEB 03/01/28",6.4,03/01/2028,1000,MRK,,28,Corporate Bonds,NSCC,Regular Way,,,U
MRK28A,"Merck & Co., Inc. 5.950% DEB 12/01/2028",5.95,12/01/2028,1000,MRK,,28A,Corporate Bonds,NSCC,Regular Way,,,U
MRK28B,"Merck & Co., Inc 1.90% SNR NTS 12/10/2028",1.9,12/10/2028,1000,MRK,,28B,Corporate Bonds,NSCC,Regular Way,,,U
MRK28C,"Merck & Co., Inc. 4.05% SNR NTS 05/17/2028",4.05,05/17/2028,1000,MRK,,28C,Corporate Bonds,NSCC,Regular Way,,,U
MRK29,"Merck & Co., Inc. 3.40% SNR NTS 03/07/2029",3.4,03/07/2029,1000,MRK,,29,Corporate Bonds,NSCC,Regular Way,,,U
MRK29A,"Merck & Co., Inc 3.85% SNR NTS 03/15/2029",3.85,03/15/2029,1000,MRK,,29A,Corporate Bonds,NSCC,Regular Way,,,U
MRK30,"Merck & Co., Inc. 1.45% SNR NTS 06/24/2030",1.45,06/24/2030,1000,MRK,,30,Corporate Bonds,NSCC,Regular Way,,,U
MRK30A,"Merck & Co., Inc. 4.30% SNR NTS 05/17/2030",4.3,05/17/2030,1000,MRK,,30A,Corporate Bonds,NSCC,Regular Way,,,U
MRK30B,"Merck & Co., Inc 4.15% SNR NTS 09/15/2030",4.15,09/15/2030,1000,MRK,,30B,Corporate Bonds,NSCC,Regular Way,,,U
MRK31,"Merck & Co., Inc. 2.15% SNR NTS 12/10/2031",2.15,12/10/2031,1000,MRK,,31,Corporate Bonds,NSCC,Regular Way,,,U
MRK31A,"Merck & Co., Inc 4.15% SNR NTS 03/15/2031",4.15,03/15/2031,1000,MRK,,31A,Corporate Bonds,NSCC,Regular Way,,,U
MRK32,"Merck & Co., Inc 4.55% SNR NTS 09/15/2032",4.55,09/15/2032,1000,MRK,,32,Corporate Bonds,NSCC,Regular Way,,,U
MRK32A,"Merck & Co., Inc 4.45% SNR NTS 12/04/2032",4.45,12/04/2032,1000,MRK,,32A,Corporate Bonds,NSCC,Regular Way,,,U
MRK33,"Merck & Co., Inc. 6.5 12/01/2033",6.5,12/01/2033,1000,MRK,,33,Corporate Bonds,NSCC,Regular Way,,,U
MRK33A,"Merck & Co., Inc. 4.50% SNR NTS 05/17/2033",4.5,05/17/2033,1000,MRK,,33A,Corporate Bonds,NSCC,Regular Way,,,U
MRK35,"Merck & Co., Inc 4.95% SNR NTS 09/15/2035",4.95,09/15/2035,1000,MRK,,35,Corporate Bonds,NSCC,Regular Way,,,U
MRK35A,"Merck & Co., Inc 4.75% SNR NTS 12/04/2035",4.75,12/04/2035,1000,MRK,,35A,Corporate Bonds,NSCC,Regular Way,,,U
MRK36,"Merck & Co., Inc. 5.75% NTS 11/15/2036",5.75,11/15/2036,1000,MRK,,36,Corporate Bonds,NSCC,Regular Way,,,U
MRK36A,"Merck & Co., Inc.. 1.375% Notes due 2036 11/02/2036",1.375,11/02/2036,1000,MRK,,36A,Corporate Bonds,No Clearing,Euros,,,N
MRK37,"Merck & Co., Inc. 5.76% MTN 05/03/2037",5.76,05/03/2037,1000,MRK,,37,Corporate Bonds,NSCC,Regular Way,,,U
MRK39,"Merck & Co., Inc. 5.85% NTS 06/30/2039",5.85,06/30/2039,1000,MRK,,39,Corporate Bonds,NSCC,Regular Way,,,U
MRK39A,"Merck & Co., Inc 3.90% SNR NTS 03/07/2039",3.9,03/07/2039,1000,MRK,,39A,Corporate Bonds,NSCC,Regular Way,,,U
MRK40,"Merck & Co., Inc 2.35% SNR NTS 06/24/2040",2.35,06/24/2040,1000,MRK,,40,Corporate Bonds,NSCC,Regular Way,,,U
MRK42,"Merck & Co., Inc  3.60% 09/15/2042",3.6,09/15/2042,1000,MRK,,42,Corporate Bonds,NSCC,Regular Way,,,U
MRK43,"Merck & Co, Inc. 4.15% 05/18/2043",4.15,05/18/2043,1000,MRK,,43,Corporate Bonds,NSCC,Regular Way,,,U
MRK44,"Merck & Co., Inc. 4.90% SNR NTS 05/17/2044",4.9,05/17/2044,1000,MRK,,44,Corporate Bonds,NSCC,Regular Way,,,U
MRK45,"Merck & Co., Inc. 3.70% 02/10/2045",3.7,02/10/2045,1000,MRK,,45,Corporate Bonds,NSCC,Regular Way,,,U
MRK46,"Merck & Co., Inc 5.50% SNR NTS 03/15/2046",5.5,03/15/2046,1000,MRK,,46,Corporate Bonds,NSCC,Regular Way,,,U
MRK49,"Merck & Co., Inc 4.00% SNR NTS 03/07/2049",4,03/07/2049,1000,MRK,,49,Corporate Bonds,NSCC,Regular Way,,,U
MRK50,"Merck & Co., Inc. 2.45% SNR NTS 06/24/2050",2.45,06/24/2050,1000,MRK,,50,Corporate Bonds,NSCC,Regular Way,,,U
MRK51,"Merck & Co., Inc. 2.75% SNR NTS 12/10/2051",2.75,12/10/2051,1000,MRK,,51,Corporate Bonds,NSCC,Regular Way,,,U
MRK53,"Merck & Co., Inc. 5.00% SNR NTS 05/17/2053",5,05/17/2053,1000,MRK,,53,Corporate Bonds,NSCC,Regular Way,,,U
MRK55,"Merck & Co., Inc 5.70% SNR NTS 09/15/2055",5.7,09/15/2055,1000,MRK,,55,Corporate Bonds,NSCC,Regular Way,,,U
MRK55A,"Merck & Co., Inc 5.55% SNR NTS 12/04/2055",5.55,12/04/2055,1000,MRK,,55A,Corporate Bonds,NSCC,Regular Way,,,U
MRK61,"Merck & Co., Inc. 2.90% SNR NTS 12/10/2061",2.9,12/10/2061,1000,MRK,,61,Corporate Bonds,NSCC,Regular Way,,,U
MRK63,"Merck & Co., Inc. 5.15% SNR NTS 05/17/2063",5.15,05/17/2063,1000,MRK,,63,Corporate Bonds,NSCC,Regular Way,,,U
MRK65,"Merck & Co., Inc 5.70% SNR NTS 12/04/2065",5.7,12/04/2065,1000,MRK,,65,Corporate Bonds,NSCC,Regular Way,,,U
MRSH26A,Marsh 1.349% SNR NTS 09/21/2026,1.349,09/21/2026,1000,MRSH,,26A,Corporate Bonds,No Clearing,Euros,,,N
MRSH27,Marsh 4.55% SNR NTS 11/08/2027,4.55,11/08/2027,1000,MRSH,,27,Corporate Bonds,NSCC,Regular Way,,,U
MRSH29,Marsh 4.375% SNR NTS 03/15/2029,4.375,03/15/2029,1000,MRSH,,29,Corporate Bonds,NSCC,Regular Way,,,U
MRSH30,Marsh 1.979% SNR NTS 03/21/2030,1.979,03/21/2030,1000,MRSH,,30,Corporate Bonds,No Clearing,Euros,,,N
MRSH30A,Marsh 2.25% SNR NTS 11/15/2030,2.25,11/15/2030,1000,MRSH,,30A,Corporate Bonds,NSCC,Regular Way,,,U
MRSH30B,Marsh 4.65% SNR NTS 03/15/2030,4.65,03/15/2030,1000,MRSH,,30B,Corporate Bonds,NSCC,Regular Way,,,U
MRSH31,Marsh 2.375% SNR NTS 12/15/2031,2.375,12/15/2031,1000,MRSH,,31,Corporate Bonds,NSCC,Regular Way,,,U
MRSH31A,Marsh 4.85% SNR NTS 11/15/2031,4.85,11/15/2031,1000,MRSH,,31A,Corporate Bonds,NSCC,Regular Way,,,U
MRSH32,Marsh 5.75% SNR NTS 11/01/2032,5.75,11/01/2032,1000,MRSH,,32,Corporate Bonds,NSCC,Regular Way,,,U
MRSH33,Marsh 5.875% SNR NTS 08/01/2033,5.875,08/01/2033,1000,MRSH,,33,Corporate Bonds,NSCC,Regular Way,,,U
MRSH33A,Marsh 5.40% SNR NTS 09/15/2033,5.4,09/15/2033,1000,MRSH,,33A,Corporate Bonds,NSCC,Regular Way,,,U
MRSH34,Marsh 5.15% SNR NTS 03/15/2034,5.15,03/15/2034,1000,MRSH,,34,Corporate Bonds,NSCC,Regular Way,,,U
MRSH35,Marsh 5.00% SNR NTS 03/15/2035,5,03/15/2035,1000,MRSH,,35,Corporate Bonds,NSCC,Regular Way,,,U
MRSH36,Marsh 4.95% SNR NTS 03/15/2036,4.95,03/15/2036,1000,MRSH,,36,Corporate Bonds,NSCC,Regular Way,,,U
MRSH39,Marsh 4.75% SNR NTS 03/15/2039,4.75,03/15/2039,1000,MRSH,,39,Corporate Bonds,NSCC,Regular Way,,,U
MRSH44,Marsh 5.35% SNR NTS 11/15/2044,5.35,11/15/2044,1000,MRSH,,44,Corporate Bonds,NSCC,Regular Way,,,U
MRSH47,Marsh 4.35% SNR NTS 01/30/2047,4.35,01/30/2047,1000,MRSH,,47,Corporate Bonds,NSCC,Regular Way,,,U
MRSH49,Marsh 4.90% SNR NTS 03/15/2049,4.9,03/15/2049,1000,MRSH,,49,Corporate Bonds,NSCC,Regular Way,,,U
MRSH51,Marsh 2.90% SNR NTS 12/15/2051,2.9,12/15/2051,1000,MRSH,,51,Corporate Bonds,NSCC,Regular Way,,,U
MRSH52,Marsh 6.25% SNR NTS 11/01/2052,6.25,11/01/2052,1000,MRSH,,52,Corporate Bonds,NSCC,Regular Way,,,U
MRSH53,Marsh 5.70% SNR NTS 09/15/2053,5.7,09/15/2053,1000,MRSH,,53,Corporate Bonds,NSCC,Regular Way,,,U
MRSH53A,Marsh 5.45% SNR NTS 03/15/2053,5.45,03/15/2053,1000,MRSH,,53A,Corporate Bonds,NSCC,Regular Way,,,U
MRSH54,Marsh 5.45% SNR NTS 03/15/2054,5.45,03/15/2054,1000,MRSH,,54,Corporate Bonds,NSCC,Regular Way,,,U
MRSH55,Marsh 5.40% SNR NTS 03/15/2055,5.4,03/15/2055,1000,MRSH,,55,Corporate Bonds,NSCC,Regular Way,,,U
MS/27A,Eaton Vance Corp 3.5 04/06/2027,3.5,04/06/2027,1000,MS,/,27A,Corporate Bonds,NSCC,Regular Way,,,U
MS/29,Morgan Stanley Finance LLC Global Floating MTN due 06/27/2029,0,06/27/2029,1000,MS,/,29,Corporate Bonds,No Clearing,Regular Way,,,N
MS/31,Morgan Stanley Finance LLC. 5.70% SNR NTS 10/30/2031,5.7,10/30/2031,1000,MS,/,31,Corporate Bonds,NSCC,Regular Way,,,U
MS/32,Morgan Stanley Dean Witter 7.25% SR NTS 4/1/32,7.25,04/01/2032,1000,MS,/,32,Corporate Bonds,NSCC,Regular Way,,,U
MS/34,MS STRUCTURED ASSET CORP NTS 02/15/2034,2.44,02/15/2034,1000,MS,/,34,Structured Notes,No Clearing,Regular Way,,,N
MS/34A,Morgan Stanley Finance LLC. 4.75% SNR NTS 10/06/2034,4.75,10/06/2034,1000,MS,/,34A,Corporate Bonds,NSCC,Regular Way,,,U
MS26,Morgan Stanley 6.25% 08/09/2026,6.25,08/09/2026,1000,MS,,26,Corporate Bonds,NSCC,Regular Way,,,U
MS26A,Morgan Stanley 4.35% 09/08/26,4.35,09/08/2026,1000,MS,,26A,Corporate Bonds,NSCC,Regular Way,,,U
MS26C,Morgan Stanley 3.125 07/27/2026,3.125,07/27/2026,1000,MS,,26C,Corporate Bonds,NSCC,Regular Way,,,U
MS27C,Morgan Stanley 3.95% 04/23/2027,3.95,04/23/2027,1000,MS,,27C,Corporate Bonds,NSCC,Regular Way,,,U
MS27E,Morgan Stanley 3.625 01/20/2027,3.625,01/20/2027,1000,MS,,27E,Corporate Bonds,NSCC,Regular Way,,,U
MS28AZ,Morgan Stanley  4.00% 01/17/2028,4,01/17/2028,1000,MS,,28AZ,Corporate Bonds,NSCC,Regular Way,,,U
MS28B,Morgan Stanley 4.15% 01/31/2028,4.15,01/31/2028,1000,MS,,28B,Corporate Bonds,NSCC,Regular Way,,,U
MS28C,Morgan Stanley 3.90% 03/07/2028,3.9,03/07/2028,1000,MS,,28C,Corporate Bonds,NSCC,Regular Way,,,U
MS29,Morgan Stanley 4.35% 01/30/2029,4.35,01/30/2029,1000,MS,,29,Corporate Bonds,NSCC,Regular Way,,,U
MS32,Morgan Stanley 1.794% SNR NTS 02/13/2032,1.794,02/13/2032,1000,MS,,32,Corporate Bonds,NSCC,Regular Way,,,U
MS33,Morgan Stanley 10.00% 10/31/2033,10,10/31/2033,1000,MS,,33,Corporate Bonds,NSCC,Regular Way,,,U
MS34,Morgan Stanley 0.00% SNR NTS 09/26/2034,0,09/26/2034,1000,MS,,34,Corporate Bonds,No Clearing,Regular Way,F,,U
MS35,Morgan Stanley 9.00% 05/29/2035,9,05/29/2035,1000,MS,,35,Corporate Bonds,NSCC,Regular Way,,,U
MS35A,Morgan Stanley 9.00% 09/30/2035,9,09/30/2035,1000,MS,,35A,Corporate Bonds,NSCC,Regular Way,,,U
MS42,Morgan Stanley 6.375%  07/24/2042,6.375,07/24/2042,1000,MS,,42,Corporate Bonds,NSCC,Regular Way,,,U
MS45,Morgan Stanley 4.30% 01/27/2045,4.3,01/27/2045,1000,MS,,45,Corporate Bonds,NSCC,Regular Way,,,U
MS47,Morgan Stanley 4.375% 01/22/2047,4.375,01/22/2047,1000,MS,,47,Corporate Bonds,NSCC,Regular Way,,,U
MSCI35,MSCI Inc. 5.25% 1ST MTG 09/01/2035,5.25,09/01/2035,1000,MSCI,,35,Corporate Bonds,NSCC,Regular Way,,,U
MSCI36,MSCI Inc. 5.15% SNR NTS 03/15/2036,5.15,03/15/2036,1000,MSCI,,36,Corporate Bonds,NSCC,Regular Way,,,U
MSDL30,Morgan Stanley Direct Lending Fund 6.00% SNR NTS 05/19/2030,6,05/19/2030,1000,MSDL,,30,Corporate Bonds,NSCC,Regular Way,,,U
MSI/28,Motorola Inc 6.50% DEB 11/15/2028,6.5,11/15/2028,1000,MSI,/,28,Corporate Bonds,NSCC,Regular Way,,,U
MSI/37,Motorola Inc 6.625% SR NTS 11/15/2037,6.625,11/15/2037,1000,MSI,/,37,Corporate Bonds,NSCC,Regular Way,,,U
MSI/97,Motorola Inc 5.22% DEBS 10/01/2097,5.22,10/01/2097,1000,MSI,/,97,Corporate Bonds,NSCC,Regular Way,,,U
MSI29,Motorola Solutions Inc 4.60% SNR NTS 05/23/2029,4.6,05/23/2029,1000,MSI,,29,Corporate Bonds,NSCC,Regular Way,,,U
MSI29A,Motorola Solutions Inc 5.00% UNSUB NTS 04/15/2029,5,04/15/2029,1000,MSI,,29A,Corporate Bonds,NSCC,Regular Way,,,U
MSI30,Motorola Solutions Inc 2.30% SNR  NTS 11/15/2030,2.3,11/15/2030,1000,MSI,,30,Corporate Bonds,NSCC,Regular Way,,,U
MSI30A,Motorola Solutions Inc 4.85% SNR NTS 08/15/2030,4.85,08/15/2030,1000,MSI,,30A,Corporate Bonds,NSCC,Regular Way,,,U
MSI31,Motorola Solutions Inc 2.75% SNR NTS 05/24/2031,2.75,05/24/2031,1000,MSI,,31,Corporate Bonds,NSCC,Regular Way,,,U
MSI32,Motorola Solutions Inc 5.60% SNR NTS 06/01/2032,5.6,06/01/2032,1000,MSI,,32,Corporate Bonds,NSCC,Regular Way,,,U
MSI32A,Motorola Solutions Inc 5.20% SNR NTS 08/15/2032,5.2,08/15/2032,1000,MSI,,32A,Corporate Bonds,NSCC,Regular Way,,,U
MSI34,Motorola Solutions Inc 5.40% UNSUB NTS 04/15/2034,5.4,04/15/2034,1000,MSI,,34,Corporate Bonds,NSCC,Regular Way,,,U
MSI35,Motorola Solutions Inc 5.55% SNR NTS 08/15/2035,5.55,08/15/2035,1000,MSI,,35,Corporate Bonds,NSCC,Regular Way,,,U
MSI44,Motorola Solutions Inc 5.50% 09/01/2044,5.5,09/01/2044,1000,MSI,,44,Corporate Bonds,NSCC,Regular Way,,,U
MT27,ArcelorMittal S.A. 6.55% NTS 11/29/2027,6.55,11/29/2027,1000,MT,,27,Corporate Bonds,NSCC,Regular Way,,,U
MT29,ArcelorMittal S.A. 4.25% SNR NTS 07/16/2029,4.25,07/16/2029,1000,MT,,29,Corporate Bonds,NSCC,Regular Way,,,U
MT32,ArcelorMittal S.A. 6.80% NTS 11/29/2032,6.8,11/29/2032,1000,MT,,32,Corporate Bonds,NSCC,Regular Way,,,U
MT34,ArcelorMittal S.A. 6.00% SNR NTS 06/17/2034,6,06/17/2034,1000,MT,,34,Corporate Bonds,NSCC,Regular Way,,,U
MT39,ArcelorMittal S.A. NTS 7.00% 10/15/2039,7,10/15/2039,1000,MT,,39,Corporate Bonds,NSCC,Regular Way,F,,U
MT41,ARCELORMITTAL 6.75% SR NTS 03/01/41,6.75,03/01/2041,1000,MT,,41,Corporate Bonds,NSCC,Regular Way,F,,U
MT54,ArcelorMittal S.A. 6.35% SNR NTS 06/17/2054,6.35,06/17/2054,1000,MT,,54,Corporate Bonds,NSCC,Regular Way,,,U
MTB/28A,Manufacturers & Traders Trust Co. 4.70% NTS 01/27/2028,4.7,01/27/2028,1000,MTB,/,28A,Corporate Bonds,No Clearing,Regular Way,,,U
MTG28,MGIC Investment Corp. 5.25% SNR  NTS 08/15/2028,5.25,08/15/2028,1000,MTG,,28,Corporate Bonds,NSCC,Regular Way,,,U
MTH27,Meritage Homes Corp 5.125 06/06/2027,5.125,06/06/2027,1000,MTH,,27,Corporate Bonds,NSCC,Regular Way,,,U
MTH35,Meritage Homes Corp 5.65% SNR NTS 03/15/2035,5.65,03/15/2035,1000,MTH,,35,Corporate Bonds,NSCC,Regular Way,,,U
MTZ29,"Mastec, Inc. 5.90% SNR NTS 06/15/2029",5.9,06/15/2029,1000,MTZ,,29,Corporate Bonds,NSCC,Regular Way,,,U
MUFG26A,Mitsubishi UFJ Financial Group Inc 2.757 09/13/2026,2.757,09/13/2026,1000,MUFG,,26A,Corporate Bonds,NSCC,Regular Way,,,U
MUFG27,"Mitsubishi UFJ Financial Group, Inc. 3.677 02/22/2027",3.677,02/22/2027,1000,MUFG,,27,Corporate Bonds,NSCC,Regular Way,,,U
MUFG27A,"Mitsubishi UFJ Financial Group, Inc. 3.287 07/25/2027",3.287,07/25/2027,1000,MUFG,,27A,Corporate Bonds,NSCC,Regular Way,,,U
MUFG29,"Mitsubishi UFJ Financial Group, Inc. 3.195% SNR NTS 07/18/2029",3.195,07/18/2029,1000,MUFG,,29,Corporate Bonds,NSCC,Regular Way,,,U
MUFG30,"Mitsubishi UFJ Financial Group, Inc. 2.559% SNR NTS 02/25/2030",2.559,02/25/2030,1000,MUFG,,30,Corporate Bonds,NSCC,Regular Way,,,U
