date	old_codes	new_codes	tables	line_numbers	description
2015q3	New code	853061705	 S.65.a, S.65.a	 40, 101	Other financial corporations and money market mutual funds; agency- and GSE-backed securities; asset
2015q3	New code	853061105	 S.65.a, S.65.a	 39, 100	Other financial corporations and money market mutual funds; Treasury securities; asset
2015q3	New code	852100005	 S.65.a	 114	Other financial corporations and money market mutual funds; total liabilities and net worth (IMA)
2015q3	New code	852090095	 S.65.a, S.65.a	 90, 133	Other financial corporations and money market mutual funds; net worth (IMA)
2015q3	New code	852000095	 S.65.a	 91	Other financial corporations and money market mutual funds; total assets (does not include land)
2015q3	New code	818200005	 S.65.a	 89	Other financial corporations; changes in net worth due to nominal holding gains/losses (IMA)
2015q3	New code	815013765	 S.65.a, S.65.a	 79, 95	Other financial corporations; nonresidential intellectual property products, current cost basis
2015q3	New code	815013665	 S.65.a, S.65.a	 77, 93	Other financial corporations; nonresidential structures, current cost basis
2015q3	New code	815013265	 S.65.a, S.65.a	 78, 94	Other financial corporations; nonresidential equipment, current cost basis
2015q3	New code	814141005	 S.65.a, S.65.a	 60, 122	Other financial corporations; short-term loans including security repurchase agreements; liability
2015q3	New code	813181085	 S.65.a	 83	Other financial corporations; revaluation of equity and investment fund shares and pension entitlements; liability (IMA)
2015q3	New code	813169105	 S.65.a, S.65.a	 58, 120	Other financial corporations; commercial paper; liability
2015q3	New code	813164105	 S.65.a, S.65.a, S.65.a	 64, 84, 126	Other financial corporations; corporate equities, including closely held equities; liability
2015q3	New code	813163005	 S.65.a, S.65.a	 57, 119	Other financial corporations; corporate bonds; liability
2015q3	New code	813081085	 S.65.a	 80	Other financial corporations; revaluation of equity and investment fund shares; asset (IMA)
2015q3	New code	813065005	 S.65.a, S.65.a	 45, 106	Other financial corporations; total mortgages; asset
2015q3	New code	813064105	 S.65.a, S.65.a, S.65.a	 47, 81, 108	Other financial corporations; corporate equities; asset
2015q3	New code	812010095	 S.65.a, S.65.a, S.65.a	 73, 76, 92	Other financial corporations; nonfinancial assets (does not include land)
2015q3	New code	803194005	 S.65.a, S.65.a, S.65.a	 69, 88, 131	Other financial intermediaries except insurance companies and pension funds; investment by parent companies; liability
2015q3	New code	803192005	 S.65.a, S.65.a, S.65.a	 67, 86, 129	Other financial intermediaries except insurance companies and pension funds; foriegn direct investment in U.S.; liability
2015q3	New code	803092005	 S.65.a, S.65.a, S.65.a	 49, 82, 110	Other financial intermediaries except insurance companies and pension funds; U.S. direct investment abroad; asset
2015q3	New code	803030205	 720_matrix, 620_matrix	 8:10, 8:10	Other financial intermediaries except insurance companies and pension funds; other deposits including time and savings deposits; asset (IMA)
2015q3	New code	717005045	 S.61.a	 53	Monetary authority; statistical discrepancy (IMA)
2015q3	New code	716902605	 S.61.a	 3	Monetary authority; net value added (IMA)
2015q3	New code	716902505	 S.61.a	 1	Monetary authority; gross value added (IMA) 
2015q3	New code	716403001	 S.61.a	 24	Monetary authority; other current transfers paid (IMA)
2015q3	New code	716402101	 S.61.a, S.61.a	 8, 10	Monetary authority; operating surplus, net (IMA) 
2015q3	New code	716401001	 S.61.a	 6	Monetary authority; employers' social contributions paid (IMA)
2015q3	New code	716240101	 S.61.a	 7	Monetary authority; taxes on production and imports less subsidies, payable (IMA) 
2015q3	New code	716220001	 S.61.a	 23	Monetary authority; current taxes on income, wealth, etc. paid (IMA) 
2015q3	New code	716150105	 S.61.a	 11	Monetary authority; property income (received) (IMA)
2015q3	New code	716150005	 S.61.a	 15	Monetary authority; uses of property income (paid) (IMA)
2015q3	New code	716140005	 S.61.a, S.61.a	 9, 22	Monetary authority; net national income/balance of primary incomes, net (IMA)
2015q3	New code	716130101	 S.61.a	 12	Monetary authority; interest received (IMA) 
2015q3	New code	716130001	 S.61.a	 16	Monetary authority; interest paid (IMA) 
2015q3	New code	716122001	 S.61.a	 19	Monetary authority; withdrawals from income of quasi-corporations, paid (IMA) 
2015q3	New code	716121101	 S.61.a	 13	Monetary authority; dividends received (IMA) 
2015q3	New code	716121001	 S.61.a	 18	Monetary authority; dividends paid (IMA) 
2015q3	New code	716120005	 S.61.a	 17	Monetary authority; distributed income of corporations, paid (IMA)
2015q3	New code	716112001	 S.61.a	 21	Monetary authority; rents on land and natural resources paid (IMA) 
2015q3	New code	716025005	 S.61.a	 4	Monetary authority; compensation of employees paid (IMA)
2015q3	New code	716020001	 S.61.a	 5	Monetary authority; wages and salaries paid (IMA) 
2015q3	New code	716012005	 S.61.a, S.61.a, S.61.a	 25, 26, 28	Monetary authority; disposable income, net; net saving including foreign earnings retained abroad and CCAdj (IMA)
2015q3	New code	716006385	 S.61.a	 27	Monetary authority; net saving including foreign earnings retained abroad and CCAdj less net capital transfers paid
2015q3	New code	715440083	 S.61.a	 29	Monetary authority; net capital transfers paid (IMA)
2015q3	New code	715015005	 S.61.a	 30	Monetary authority; capital formation, net (IMA)
2015q3	New code	715013765	 S.61.a, S.61.a	 57, 64	Monetary authority; nonresidential intellectual property products, current cost basis
2015q3	New code	715000995	 S.61.a, S.61.a	 33, 34	Monetary authority; net lending (+) or borrowing (-) (capital account) (IMA)
2015q3	New code	713192281	 S.61.a	 20	Monetary authority; reinvested earnings on foreign direct investment in U.S.; paid (IMA)
2015q3	New code	713092281	 S.61.a	 14	Monetary authority; reinvested earnings on U.S. direct investment abroad; received (IMA)
2015q3	New code	708090185	 S.62.a	 71	Private depository institutions; total other volume changes (IMA)
2015q3	New code	708090085	 S.62.a	 73	Private depository institutions; other volume changes (IMA)
2015q3	New code	707005045	 S.62.a	 74	Private depository institutions; statistical discrepancy (IMA)
2015q3	New code	706902605	 S.62.a	 3	Private depository institutions; net value added (IMA)
2015q3	New code	706902505	 S.62.a	 1	Private depository institutions; gross value added (IMA)
2015q3	New code	706403001	 S.62.a	 24	Private depository institutions; other current transfers paid (IMA)
2015q3	New code	706402101	 S.62.a, S.62.a	 8, 10	Private depository institutions; operating surplus, net (IMA)
2015q3	New code	706401001	 S.62.a	 6	Private depository institutions; employers' social contributions paid (IMA) 
2015q3	New code	706300081	 S.62.a, S.62.a	 2, 32	Private depository institutions; consumption of fixed capital, structures, equipment, and intellectual property products, including noncorporate financial, current cost basis (IMA)
2015q3	New code	706240101	 S.62.a	 7	Private depository institutions; taxes on production and imports less subsidies, payable (IMA) 
2015q3	New code	706220001	 S.62.a	 23	Private depository institutions; current taxes on income, wealth, etc. paid (IMA) 
2015q3	New code	706150105	 S.62.a	 11	Private depository institutions; property income (received) (IMA)
2015q3	New code	706150005	 S.62.a	 15	Private depository institutions; uses of property income (paid) (IMA)
2015q3	New code	706140005	 S.62.a, S.62.a	 9, 22	Private depository institutions; net national income/balance of primary incomes, net (IMA)
2015q3	New code	706130101	 S.62.a	 12	Private depository institutions; interest received (IMA) 
2015q3	New code	706130001	 S.62.a	 16	Private depository institutions; interest paid (IMA) 
2015q3	New code	706122001	 S.62.a	 19	Private depository institutions; withdrawals from income of quasi-corporations, paid (IMA) 
2015q3	New code	706121101	 S.62.a	 13	Private depository institutions; dividends received (IMA) 
2015q3	New code	706121001	 S.62.a	 18	Private depository institutions; dividends paid (IMA) 
2015q3	New code	706120005	 S.62.a	 17	Private depository institutions; distributed income of corporations, paid (IMA)
2015q3	New code	706112001	 S.62.a	 21	Private depository institutions; rents on land and natural resources paid (IMA) 
2015q3	New code	706025005	 S.62.a	 4	Private depository institutions; compensation of employees paid (IMA)
2015q3	New code	706020001	 S.62.a	 5	Private depository institutions; wages and salaries paid (IMA) 
2015q3	New code	706012005	 S.62.a, S.62.a, S.62.a	 25, 26, 28	Private depository institutions; disposable income, net; net saving including foreign earnings retained abroad and CCAdj (IMA)
2015q3	New code	706006385	 S.62.a	 27	Private depository institutions; net saving including foreign earnings retained abroad and CCAdj less net capital transfers paid (IMA)
2015q3	New code	705440083	 S.62.a	 29	Private depository institutions; net capital transfers paid (IMA)
2015q3	New code	705015085	 S.62.a	 30	Private depository institutions; capital formation, net (IMA)
2015q3	New code	705013081	 S.62.a	 31	Private depository institutions; gross fixed capital formation (IMA)
2015q3	New code	705000995	 S.62.a, S.62.a	 33, 34	Private depository institutions; net lending (+) or borrowing (-) (capital account) (IMA)
2015q3	New code	703192281	 S.62.a	 20	Private depository institutions; reinvested earnings on foreign direct investment in U.S.; paid (IMA)
2015q3	New code	703092281	 S.62.a	 14	Private depository institutions; reinvested earnings on U.S. direct investment abroad; received (IMA)
2015q3	New code	702100005	 S.62.a	 116	Private depository institutions; total liabilities and net worth (IMA)
2015q3	New code	702090095	 S.62.a, S.62.a	 88, 130	Private depository institutions; net worth (IMA)
2015q3	New code	702000095	 S.62.a	 89	Private depository institutions; total assets (does not include land)
2015q3	New code	673090543	 F.116, F.126, F.231, F.233, F.233, S.63.a, S.63.a, L.116, L.126, L.231, L.233, L.233, 7II_matrix, 7II_matrix, 7II_matrix, 720_matrix, 720_matrix, 720_matrix, 720_matrix, 620_matrix, 620_matrix, 620_matrix, 620_matrix	 33, 15, 39, 8, 9, 55, 109, 30, 13, 39, 8, 9, 18:8, 18:9, 18:10, 40:14, 40:15, 43:14, 43:15, 40:14, 40:15, 43:14, 43:15	Issuers of asset-backed securities; funding agreements backing securities; asset 
2015q3	New code	603030205	 720_matrix, 620_matrix	 8:11, 8:11	Other financial intermediaries except insurance companies, pension funds, financial auxiliaries and captive financial institutions and money lenders; other deposits including time and savings deposits; asset (IMA)
2015q3	New code	598200005	 S.64.a	 80	Pension funds; changes in net worth due to nominal holding gains/losses (IMA)
2015q3	New code	598090185	 S.64.a	 68	Pension funds; total other volume changes (IMA)
2015q3	New code	598090085	 S.64.a	 70	Pension funds; other volume changes (IMA)
2015q3	New code	596902605	 S.64.a	 3	Pension funds; net value added (IMA)
2015q3	New code	596902505	 S.64.a	 1	Pension funds; gross value added (IMA)
2015q3	New code	596403163	 S.64.a	 41	Pension funds; other current transfers received, household pension contribution supplements (IMA)
2015q3	New code	596403153	 S.64.a	 39	Pension funds; other current transfers received, actual household contributions (IMA)
2015q3	New code	596403143	 S.64.a	 38	Pension funds; other current transfers received, imputed employer contributions (IMA)
2015q3	New code	596403133	 S.64.a	 37	Pension funds; other current transfers received, actual employer contributions (IMA)
2015q3	New code	596403125	 S.64.a	 36	Pension funds; other current transfers received, claims on pension benefits (IMA)
2015q3	New code	596403115	 S.64.a	 35	Pension funds; other current transfers received, contributions received (IMA)
2015q3	New code	596403105	 S.64.a, S.64.a	 24, 34	Pension funds; other current transfers received, net (IMA)
2015q3	New code	596403053	 S.64.a	 45	Pension funds; other current transfers paid, net change in assets from current transactions for defined contribution plans (IMA)
2015q3	New code	596403043	 S.64.a	 44	Pension funds; other current transfers paid, net change in benefit entitlements from defined benefit plans (IMA)
2015q3	New code	596403033	 S.64.a	 43	Pension funds; other current transfers paid, benefit payments and withdrawals (IMA)
2015q3	New code	596403023	 S.64.a	 42	Pension funds; other current transfers paid, pension service charges for defined contribution pension plans (IMA)
2015q3	New code	596403013	 S.64.a	 40	Pension funds; other current transfers paid, pension service charges for defined benefit pension plans (IMA)
2015q3	New code	596402101	 S.64.a, S.64.a	 8, 10	Pension funds; operating surplus, net (IMA)
2015q3	New code	596401001	 S.64.a	 6	Pension funds; employers' social contributions paid (IMA)
2015q3	New code	596300081	 S.64.a, S.64.a	 2, 32	Pension funds; consumption of fixed capital, structures, equipment, and intellectual property products, including noncorporate financial, current cost basis (IMA)
2015q3	New code	596240101	 S.64.a	 7	Pension funds; taxes on production and imports less subsidies, payable (IMA)
2015q3	New code	596220001	 S.64.a	 23	Pension funds; current taxes on income, wealth, etc. paid (IMA)
2015q3	New code	596150105	 S.64.a	 11	Pension funds; property income (received) (IMA)
2015q3	New code	596150005	 S.64.a	 15	Pension funds; uses of property income (paid) (IMA)
2015q3	New code	596140005	 S.64.a, S.64.a	 9, 22	Pension funds; net national income/balance of primary incomes, net (IMA)
2015q3	New code	596130101	 S.64.a	 12	Pension funds; interest received (IMA)
2015q3	New code	596130001	 S.64.a	 16	Pension funds; interest paid (IMA)
2015q3	New code	596122001	 S.64.a	 19	Pension funds; withdrawals from income of quasi-corporations, paid (IMA)
2015q3	New code	596121101	 S.64.a	 13	Pension funds; dividends received (IMA)
2015q3	New code	596121001	 S.64.a	 18	Pension funds; dividends paid (IMA)
2015q3	New code	596120005	 S.64.a	 17	Pension funds; distributed income of corporations, paid (IMA)
2015q3	New code	596112001	 S.64.a	 21	Pension funds; rents on land and natural resources paid (IMA)
2015q3	New code	596025005	 S.64.a	 4	Pension funds; compensation of employees paid (IMA)
2015q3	New code	596020001	 S.64.a	 5	Pension funds; wages and salaries paid (IMA)
2015q3	New code	596012005	 S.64.a, S.64.a, S.64.a	 25, 26, 28	Pension funds; disposable income, net; net saving including foreign earnings retained abroad and CCAdj (IMA)
2015q3	New code	596006385	 S.64.a	 27	Pension funds; net saving including foreign earnings retained abroad and CCAdj less net capital transfers paid
2015q3	New code	596006305			Pension funds; net saving including foreign earnings retained abroad and CCAdj less net capital transfers paid
2015q3	New code	596000105			Pension funds; gross saving including foreign earnings retained abroad and CCAdj less net capital transfers paid
2015q3	New code	595440083	 S.64.a	 29	Pension funds; net capital transfers paid (IMA)
2015q3	New code	595015085	 S.64.a	 30	Pension funds; capital formation, net (IMA)
2015q3	New code	595013865			Pension funds; nonresidential structures, equipment, and intellectual property products, current cost basis
2015q3	New code	595013765	 S.64.a, S.64.a	 75, 86	Pension funds; nonresidential intellectual property products, current cost basis
2015q3	New code	595013665	 S.64.a, S.64.a	 73, 84	Pension funds; nonresidential structures, current cost basis
2015q3	New code	595013565			Pension funds; nonresidential entertainment, literary, and artistic originals, current cost basis
2015q3	New code	595013465			Pension funds; nonresidential research and development, current cost basis
2015q3	New code	595013365			Pension funds; nonresidential software, current cost basis
2015q3	New code	595013265	 S.64.a, S.64.a	 74, 85	Pension funds; nonresidential equipment, current cost basis
2015q3	New code	595013081	 S.64.a	 31	Pension funds; gross fixed capital formation (IMA)
2015q3	New code	595000995	 S.64.a, S.64.a	 33, 46	Pension funds; net lending (+) or borrowing (-) (capital account) (IMA)
2015q3	New code	595000905			Pension funds; net lending (+) or borrowing (-) (capital account)
2015q3	New code	593192281	 S.64.a	 20	Pension funds; reinvested earnings on foreign direct investment in U.S.; paid (IMA)
2015q3	New code	593092281	 S.64.a	 14	Pension funds; reinvested earnings on U.S. direct investment abroad; received (IMA)
2015q3	New code	593062005	 F.117, S.64.a, S.64.a, L.117	 12, 55, 95, 10	Pension funds; municipal securities; asset
2015q3	New code	592090095	 S.64.a, S.64.a	 81, 108	Pension funds; net worth (IMA)
2015q3	New code	592000095	 S.64.a, S.64.a	 82, 106	Pension funds; total assets (does not include land)
2015q3	New code	543190543			Life insurance companies; funding agreements backing securities; liabilities
2015q3	New code	543152305	 720_matrix, 620_matrix	 62:15, 62:15	Life insurance companies; pension entitlements; liability
2015q3	New code	528200005	 S.63.a	 81	Insurance companies; changes in net worth due to nominal holding gains/losses (IMA)
2015q3	New code	528090185	 S.63.a	 64	Insurance companies; total other volume changes (IMA)
2015q3	New code	528090085	 S.63.a	 66	Insurance companies; other volume changes (IMA)
2015q3	New code	527005045	 S.63.a	 67	Insurance companies; statistical discrepancy (IMA)
2015q3	New code	526902605	 S.63.a	 3	Insurance companies; net value added (IMA)
2015q3	New code	526902505	 S.63.a	 1	Insurance companies; gross value added (IMA)
2015q3	New code	526403001	 S.63.a	 24	Insurance companies; other current transfers paid (IMA)
2015q3	New code	526402101	 S.63.a, S.63.a	 8, 10	Insurance companies; operating surplus, net (IMA)
2015q3	New code	526401001	 S.63.a	 6	Insurance companies; employers' social contributions paid (IMA)
2015q3	New code	526330005			Insurance companies; consumption of fixed capital, nonresidential structures, equipment, and intellectual property products, current cost basis
2015q3	New code	526300081	 S.63.a, S.63.a	 2, 32	Insurance companies; consumption of fixed capital, structures, equipment, and intellectual property products, including noncorporate financial, current cost basis (IMA)
2015q3	New code	526240101	 S.63.a	 7	Insurance companies; taxes on production and imports less subsidies, payable (IMA)
2015q3	New code	526220001	 S.63.a	 23	Insurance companies; current taxes on income, wealth, etc. paid (IMA)
2015q3	New code	526150105	 S.63.a	 11	Insurance companies; property income (received) (IMA)
2015q3	New code	526150005	 S.63.a	 15	Insurance companies; uses of property income (paid) (IMA)
2015q3	New code	526140005	 S.63.a, S.63.a	 9, 22	Insurance companies; net national income/balance of primary incomes, net (IMA)
2015q3	New code	526130101	 S.63.a	 12	Insurance companies; interest received (IMA)
2015q3	New code	526130001	 S.63.a	 16	Insurance companies; interest paid (IMA)
2015q3	New code	526122001	 S.63.a	 19	Insurance companies; withdrawals from income of quasi-corporations, paid (IMA)
2015q3	New code	526121101	 S.63.a	 13	Insurance companies; dividends received (IMA)
2015q3	New code	526121001	 S.63.a	 18	Insurance companies; dividends paid (IMA)
2015q3	New code	526120005	 S.63.a	 17	Insurance companies; distributed income of corporations, paid (IMA)
2015q3	New code	526112001	 S.63.a	 21	Insurance companies; rents on land and natural resources paid (IMA)
2015q3	New code	526025005	 S.63.a	 4	Insurance companies; compensation of employees paid (IMA)
2015q3	New code	526020001	 S.63.a	 5	Insurance companies; wages and salaries paid (IMA)
2015q3	New code	526012005	 S.63.a, S.63.a, S.63.a	 25, 26, 28	Insurance companies; disposable income, net; net saving including foreign earnings retained abroad and CCAdj (IMA)
2015q3	New code	526006385	 S.63.a	 27	Insurance companies; net saving including foreign earnings retained abroad and CCAdj less net capital transfers paid
2015q3	New code	526000105			Insurance companies; gross saving including foreign earnings retained abroad and CCAdj less net capital transfers paid
2015q3	New code	525440083	 S.63.a	 29	Insurance companies; net capital transfers paid, including financial stabilization payments (IMA)
2015q3	New code	525015085	 S.63.a	 30	Insurance companies; capital formation, net (IMA)
2015q3	New code	525013865			Insurance companies; nonresidential structures, equipment, and intellectual property products, current cost basis
2015q3	New code	525013765	 S.63.a, S.63.a	 71, 87	Insurance companies; nonresidential intellectual property products, current cost basis
2015q3	New code	525013665	 S.63.a, S.63.a	 69, 85	Insurance companies; nonresidential structures, current cost basis
2015q3	New code	525013565			Insurance companies; nonresidential entertainment, literary, and artistic originals, current cost basis
2015q3	New code	525013465			Insurance companies; nonresidential research and development, current cost basis
2015q3	New code	525013365			Insurance companies; nonresidential software, current cost basis
2015q3	New code	525013265	 S.63.a, S.63.a	 70, 86	Insurance companies; nonresidential equipment, current cost basis
2015q3	New code	525013081	 S.63.a	 31	Insurance companies; gross fixed capital formation (IMA)
2015q3	New code	525013005			Insurance companies; gross fixed investment, nonresidential structures, equipment, and intellectual property products
2015q3	New code	525000995	 S.63.a, S.63.a	 33, 34	Insurance companies; net lending (+) or borrowing (-) (capital account) (IMA)
2015q3	New code	523194735	 S.63.a, S.63.a, S.63.a	 60, 80, 114	Insurance companies; net transactions due to holding companies; liability 
2015q3	New code	523192281	 S.63.a	 20	Insurance companies; reinvested earnings on foreign direct investment in U.S.; paid (IMA)
2015q3	New code	523181085	 S.63.a	 76	Insurance companies; revaluation of equity and investment fund shares and pension entitlements; liability (IMA)
2015q3	New code	523092281	 S.63.a	 14	Insurance companies; reinvested earnings on U.S. direct investment abroad; received (IMA)
2015q3	New code	523061705	 S.63.a, S.63.a	 40, 93	Insurance companies; agency- and GSE-backed securities; asset
2015q3	New code	523061105	 S.63.a, S.63.a	 39, 92	Insurance companies; Treasury securities; asset
2015q3	New code	522100005	 S.63.a	 107	Insurance companies; total liabilities and net worth (IMA)
2015q3	New code	522090095	 S.63.a, S.63.a	 82, 117	Insurance companies; net worth (IMA)
2015q3	New code	522000095	 S.63.a	 83	Insurance companies and pension funds; total assets (does not include land)
2015q3	New code	515440005	 F.5	 51	Property-casualty insurance companies; net capital transfers paid
2015q3	New code	263090545			Rest of the world; funding agreements backing securities; asset 
2015q3	803030005	Deleted	620_matrix, 720_matrix	8:10, 8:10	Other financial intermediaries except insurance companies and pension funds; total time and savings deposits; asset, Other financial intermediaries except insurance companies and pension funds; total time and savings deposits; asset
2015q3	795400073	515400073	 F.5	 27	Property-casualty insurance companies; capital transfers received, disaster-related insurance benefits
2015q3	603030005	Deleted	620_matrix, 720_matrix	8:11, 8:11	Other financial intermediaries except insurance companies and pension funds; total time and savings deposits; asset, Other financial intermediaries except insurance companies and pension funds; total time and savings deposits; asset
2015q3	543154005	Deleted	620_matrix, 620_matrix, 620_matrix, 720_matrix, 720_matrix, 720_matrix	60:3, 60:14, 60:15, 60:3, 60:14, 60:15	Life insurance companies; life insurance reserves and pension entitlements; liability, Life insurance companies; life insurance reserves and pension entitlements; liability
2015q3	153052205	Deleted	620_matrix, 720_matrix	25:20, 25:20	Households and nonprofit organizations; life insurance and annuity entitlements; asset (Integrated Macroeconomic Accounts), Households and nonprofit organizations; life insurance and annuity entitlements; asset (Integrated Macroeconomic Accounts)
2015q2	New code	313161303			Federal government; nonmarketable Treasury securities held by the public; liability
2015q2	New code	313161283	 F.210, L.210	 5, 5	Federal government; long-term marketable Treasury securities issued to the Civil Service Retirement Fund through the Federal Financing Bank; liability
2015q2	New code	343061145	 F.210, L.210	 10, 10	Federal government retirement funds; nonmarketable Treasury securities; asset
2015q2	New code	313161305	 F.106, F.210, L.106, L.210	 47, 6, 23, 6	Federal government; nonmarketable Treasury securities; liability
2015q2	New code	313161375	 F.210, L.210	 11, 11	Federal government; other nonmarketable Treasury securities; liability
2015q2	New code	313161205	 F.106, F.210, L.106, L.210	 46, 2, 22, 2	Federal government; marketable Treasury securities; liability
2015q2	New code	313161275	 F.210, L.210	 4, 4	Federal government; other marketable Treasury securities; liability
2015q2	New code	343061165	 F.119.b, F.210, L.119.b, L.210	 3, 38, 3, 38	Federal government retirement funds; defined benefit plans Treasury securities; asset
2015q2	New code	663069005	 F.129, F.214, L.129, L.214	 12, 51, 10, 51	Security brokers and dealers; other loans and advances; asset 
2015q2	New code	153069005	 F.101, Flows_matrix, L.6, L.101, B.101, Levels_matrix	 31, 31:1, 13, 14, 22, 21:1	Households and nonprofit organizations; other loans and advances; asset
2015q2	New code	316403161			Federal government; other current transfers received from the rest of the world 
2015q2	New code	206403161			State and local governments; other current transfer received from the rest of the world 
2015q2	New code	206403001	 F.107, S.8.Q	 12, 16	State and local governments; other current transfer payments to the rest of the world
2015q2	New code	266400201	 F.132, F.132, S.9.Q	 8, 56, 8	Rest of the world; current taxes, contributions for government social insurance, and transfer payments paid
2015q2	New code	376010115			General government (consolidated); current receipts, NIPA basis
2015q2	New code	376900015			General government (consolidated); current expenditures 
2015q2	New code	376403105			General government (consolidated); other current transfers received
2015q2	New code	104023005	 F.103, F.214, L.103, L.214, B.103	 27, 31, 12, 31, 18	Nonfinancial corporate business; loans; asset
2015q2	New code	144023005	 F.102, Flows_matrix, L.102, Levels_matrix	 22, 29:3, 12, 19:3	Nonfinancial business; loans; asset
2015q2	New code	224022045	 F.120.b, L.120.b	 6, 6	State and local government employee defined benefit retirement funds retirement funds; debt securities; asset
2015q2	New code	224022005	 F.120, F.208, L.120, L.208	 8, 42, 6, 42	State and local government employee retirement funds; debt securities; asset
2015q2	New code	344022045	 F.119.b, L.119.b	 2, 2	Federal government defined benefit retirement funds; debt securities; asset
2015q2	New code	364023005	 F.105, L.105	 37, 13	General government; loans; asset
2015q2	New code	384022005	 F.100, F.208, Flows_matrix, L.100, L.208, Levels_matrix	 17, 26, 23:9, 8, 26, 13:9	Domestic nonfinancial sectors; debt securities; asset
2015q2	New code	384023005	 F.100, F.214, Flows_matrix, L.100, L.214, Levels_matrix	 23, 29, 29:9, 14, 29, 19:9	Domestic nonfinancial sectors; loans; asset
2015q2	New code	404023005	 F.124, F.214, L.124, L.214	 13, 46, 11, 46	Government-sponsored enterprises; loans; asset
2015q2	New code	404022015			Government-sponsored enterprises; debt securities held by Fannie Mae (includes all GSEs before 2000:Q4); asset
2015q2	New code	404022025			Government-sponsored enterprises; debt securities held by Freddie Mac; asset
2015q2	New code	404022035			Government-sponsored enterprises; debt securities held by FHLB; asset
2015q2	New code	404022045			Government-sponsored enterprises; debt securities held by Farm Credit System; asset
2015q2	New code	404022055			Government-sponsored enterprises; debt securities held by Farmer Mac; asset
2015q2	New code	404023035			Government-sponsored enterprises; loans held by FHLB; asset
2015q2	New code	404023045			Government-sponsored enterprises; loans held by Farm Credit System; asset
2015q2	New code	404022085			Government-sponsored enterprises; debt securities held by Sallie Mae; asset
2015q2	New code	404023085			Government-sponsored enterprises; loans held by Sallie Mae; asset
2015q2	New code	504022005	 F.131, F.208, L.131, L.208	 4, 53, 4, 53	Funding corporations; debt securities; asset
2015q2	New code	514022005	 F.115, F.208, L.115, L.208, 7II_matrix	 7, 38, 5, 38, 4:11	Property-casualty insurance companies; debt securities; asset
2015q2	New code	544022005	 F.116, F.208, L.116, L.208, 7II_matrix	 7, 39, 5, 39, 4:10	Life insurance companies; debt securities; asset
2015q2	New code	544022075	 F.116.g, L.116.g	 5, 5	Life insurance companies, general accounts; debt securities; asset
2015q2	New code	544022085	 F.116.s, L.116.s	 3, 3	Life insurance companies, separate accounts; debt securities; asset
2015q2	New code	544023005	 F.116, F.214, L.116, L.214	 13, 42, 11, 42	Life insurance companies; loans; asset
2015q2	New code	544023075	 F.116.g, L.116.g	 11, 11	Life insurance companies, general accounts; loans; asset
2015q2	New code	544023085	 F.116.s, L.116.s	 9, 9	Life insurance companies, separate accounts; loans; asset
2015q2	New code	574022005	 F.118, F.208, L.118, L.208	 8, 40, 6, 40	Private pension funds; debt securities; asset
2015q2	New code	574022045	 F.118.b, L.118.b	 6, 6	Private defined benefit pension funds; debt securities; asset
2015q2	New code	574022055	 F.118.c, L.118.c	 6, 6	Private defined contribution pension funds; debt securities; asset
2015q2	New code	584023005			Insurance companies and pension funds; loans; asset
2015q2	New code	614023005	 F.127, F.214, L.127, L.214	 7, 49, 5, 49	Finance companies; loans; asset
2015q2	New code	644022075	 F.128.m, L.128.m	 3, 3	Mortgage real estate investment trusts; debt securities; asset
2015q2	New code	644022005	 F.128, F.208, L.128, L.208, 7II_matrix, 7II_matrix	 6, 50, 3, 50, 4:6, 6:6	Real estate investment trusts; debt securities; asset
2015q2	New code	654022005	 F.122, F.208, L.122, L.208	 4, 44, 3, 44	Mutual funds; debt securities; asset
2015q2	New code	713068665	 L.109	 20	Monetary authority; loans to brokers and dealers; asset
2015q2	New code	674023005	 F.126, F.214, L.126, L.214	 7, 48, 5, 48	Issuers of asset-backed securities; loans; asset
2015q2	New code	754023005	 F.112, F.214, L.112, L.214	 13, 38, 11, 38	Foreign banking offices in the U.S.; loans; asset
2015q2	New code	764023005	 F.111, F.214, L.111, L.214	 23, 37, 21, 37	U.S.-chartered depository institutions; loans; asset
2015q2	New code	704023005	 F.110, L.110	 14, 11	Private depository institutions; loans; asset
2015q2	New code	794023005	 F.108, F.214, Flows_matrix, L.108, L.214, Levels_matrix	 23, 35, 29:11, 17, 35, 19:11	Financial business; loans; asset
2015q2	New code	264123005	 F.132, F.214, Flows_matrix, L.132, L.214, Levels_matrix	 42, 27, 29:14, 28, 27, 19:14	Rest of the world; loans; liability
2015q2	New code	384122005	 F.100, F.208, Flows_matrix, L.100, L.208, Levels_matrix	 40, 8, 23:10, 31, 8, 13:10	Domestic nonfinancial sectors; loans; asset
2015q2	New code	384123005	 F.100, F.214, Flows_matrix, L.100, L.214, Levels_matrix	 46, 11, 29:10, 37, 11, 19:10	Domestic nonfinancial sectors; loans; liability
2015q2	New code	504122005	 F.131, F.208, L.131, L.208	 13, 23, 13, 23	Funding corporations; debt securities; liability
2015q2	New code	504123005	 F.131, F.214, L.131, L.214	 16, 26, 16, 26	Funding corporations; loans; liability
2015q2	New code	614122005	 F.127, F.208, L.127, L.208	 14, 19, 12, 19	Finance companies; debt securities; liability
2015q2	New code	614123005	 F.127, F.214, L.127, L.214	 17, 22, 15, 22	Finance companies; loans; liability
